% Model:              HY_100_sweep_SiN_Nist.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 7 2024, 21:04
% Table:              Table 2 - Global Evaluation 1
% daddy                                           Effective mode index                              Eigenvalue                                        real(ewfd.neff) (1)                               Frequency (Hz)
38                                                1.7708287505346292+1.7685255263590604E-12i        1.0915494698026809E-5-1.092971039969584E7i        1.7708287505346292                                2.9449160903732806E14
38                                                1.8329110398667312-5.15500625704357E-16i          -3.181715085724459E-9-1.1312887735813262E7i       1.8329110398667312                                2.9449160903732806E14
38                                                1.8577559044231737                                -1.1466232419447748E7i                            1.8577559044231737                                2.9449160903732806E14
38                                                1.8777608359958908                                -1.158970461210868E7i                             1.8777608359958908                                2.9449160903732806E14
38                                                1.9083358713374872                                -1.1778416412525984E7i                            1.9083358713374872                                2.9449160903732806E14
39                                                1.7654174472062427+2.0576070008596148E-12i        1.2563970919097167E-5-1.0779829898274787E7i       1.7654174472062427                                2.9134349659863944E14
39                                                1.828895155164789-3.2205519560255925E-16i         -1.9665038611378502E-9-1.1167431649468737E7i      1.828895155164789                                 2.9134349659863944E14
39                                                1.8543584117277374                                -1.132291304840874E7i                             1.8543584117277374                                2.9134349659863944E14
39                                                1.8747062724699917-1.0485275448096758E-15i        -6.402422608086724E-9-1.1447159287133975E7i       1.8747062724699917                                2.9134349659863944E14
39                                                1.9060776688447385                                -1.1638716426849734E7i                            1.9060776688447385                                2.9134349659863944E14
40                                                1.7599659198586666+1.2204547660763415E-12i        7.373407167584776E-6-1.0632876931531519E7i        1.7599659198586666                                2.882619788461539E14
40                                                1.8248595838979986+5.232776900772551E-16i         3.161394897950272E-9-1.1024933581936305E7i        1.8248595838979986                                2.882619788461539E14
40                                                1.8509466498685987+3.2481050203819146E-16i        1.962350551946144E-9-1.1182539225795824E7i        1.8509466498685987                                2.882619788461539E14
40                                                1.8716419664002317                                -1.1307570484217927E7i                            1.8716419664002317                                2.882619788461539E14
40                                                1.9038187229680021                                -1.1501967142005725E7i                            1.9038187229680021                                2.882619788461539E14
41                                                1.7544747688537965+7.055527266222045E-13i         4.218000499860257E-6-1.048876316791577E7i         1.7544747688537965                                2.8524496479543294E14
41                                                1.8208051222703534-2.519797104429763E-16i         -1.5064083866438396E-9-1.0885305415305817E7i      1.8208051222703534                                2.8524496479543294E14
41                                                1.8475212449985488-3.818927032996296E-16i         -2.2830662438547343E-9-1.1045022208636554E7i      1.8475212449985488                                2.8524496479543294E14
41                                                1.8685686758666389-2.960423622163456E-16i         -1.7698278026455562E-9-1.1170849904530238E7i      1.8685686758666389                                2.8524496479543294E14
41                                                1.9015596640932253                                -1.136807967854986E7i                             1.9015596640932253                                2.8524496479543294E14
42                                                1.748943852726352+4.691113474025297E-13i          2.7754364646240984E-6-1.0347399546640556E7i       1.748943852726352                                 2.8229045009416194E14
42                                                1.8167318659841674-2.878880683292175E-16i         -1.7032524303563574E-9-1.0748458538075961E7i      1.8167318659841674                                2.8229045009416194E14
42                                                1.8440821016512738-3.785635665705761E-16i         -2.2397222592370474E-9-1.0910272661325926E7i      1.8440821016512738                                2.8229045009416194E14
42                                                1.8654864685388688-6.237808530928007E-16i         -3.6905185414808215E-9-1.1036908822849106E7i      1.8654864685388688                                2.8229045009416194E14
42                                                1.8993004157321942-2.9686436451593893E-16i        -1.7563595229300866E-9-1.1236964657296233E7i      1.8993004157321942                                2.8229045009416194E14
43                                                1.7433724830881268+3.575616453030816E-13i         2.093780126914521E-6-1.0208697456365805E7i        1.7433724830881268                                2.7939651258154703E14
43                                                1.8126393899976379-1.834509359974195E-15i         -1.0742369297738384E-8-1.0614304923064422E7i      1.8126393899976379                                2.7939651258154703E14
43                                                1.8406285922852588-5.691885930577988E-16i         -3.3330078330987715E-9-1.0778201795919275E7i      1.8406285922852588                                2.7939651258154703E14
43                                                1.8623948992872519-4.751737074818597E-16i         -2.7824831847232722E-9-1.090565914945747E7i       1.8623948992872519                                2.7939651258154703E14
43                                                1.897040381320539                                 -1.1108533318769403E7i                            1.897040381320539                                 2.7939651258154703E14
44                                                1.737759971456089-2.652319214812285E-13i          -1.5373628339906496E-6-1.007257188197206E7i       1.737759971456089                                 2.7656130811808116E14
44                                                1.8085272639803782-1.8114980755085016E-15i        -1.0499979789685528E-8-1.0482760085493732E7i      1.8085272639803782                                2.7656130811808116E14
44                                                1.837160083077453-1.0448436934273716E-15i         -6.056223748009329E-9-1.0648724392000994E7i       1.837160083077453                                 2.7656130811808116E14
44                                                1.8592935164794302-7.165237113919915E-16i         -4.153183815188142E-9-1.0777016332544113E7i       1.8592935164794302                                2.7656130811808116E14
