% Model:              HY_Ge-backup.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jul 29 2024, 21:12
% Table:              Table 1 - Global Evaluation 1
% daddy                                           Effective mode index                              real(ewfd.neff) (1)                               Wavelength in free space (nm)                     Propagation constant (rad/m)
36                                                1.464158561137278                                 1.464158561137278                                 468.4                                             1.964043458308913E7
36                                                1.464314203226026                                 1.464314203226026                                 468.4                                             1.9642522388565645E7
37                                                1.4599226079178311+7.180787690242765E-15i         1.4599226079178311                                472.8                                             1.940136268969674E7
37                                                1.4623872503197861                                1.4623872503197861                                472.8                                             1.943411608421327E7
37                                                1.4625115061243508                                1.4625115061243508                                472.8                                             1.9435767357998323E7
37                                                1.4639031836001615                                1.4639031836001615                                472.8                                             1.945426179003797E7
37                                                1.4640630987290781                                1.4640630987290781                                472.8                                             1.945638695160397E7
38                                                1.4595903171059295-4.416950885371367E-15i         1.4595903171059295                                477.2                                             1.9218098145309236E7
38                                                1.462099925792811                                 1.462099925792811                                 477.2                                             1.9251141599685144E7
38                                                1.462227542180156                                 1.462227542180156                                 477.2                                             1.9252821896017756E7
38                                                1.4636438025322238                                1.4636438025322238                                477.2                                             1.9271469478237484E7
38                                                1.4638080651815168                                1.4638080651815168                                477.2                                             1.927363228767704E7
39                                                1.4592537605089797-1.1908851080107377E-14i        1.4592537605089797                                481.6                                             1.9038126635125782E7
39                                                1.461808729471065                                 1.461808729471065                                 481.6                                             1.907145998945069E7
39                                                1.4619397637190186                                1.4619397637190186                                481.6                                             1.907316952529263E7
39                                                1.463380800899659                                 1.463380800899659                                 481.6                                             1.909196998966244E7
39                                                1.4635494860625489                                1.4635494860625489                                481.6                                             1.909417073745523E7
40                                                1.4589133079068464-1.4585088969180904E-14i        1.4589133079068464                                485.99999999999994                                1.8861363499360215E7
40                                                1.4615140304018366                                1.4615140304018366                                485.99999999999994                                1.8894986588595964E7
40                                                1.461648540158627                                 1.461648540158627                                 485.99999999999994                                1.889672557980489E7
40                                                1.4631145473638059                                1.4631145473638059                                485.99999999999994                                1.8915678655796245E7
40                                                1.4632877305423249                                1.4632877305423249                                485.99999999999994                                1.8917917631110486E7
41                                                1.4585693133151059-1.4100938115022904E-14i        1.4585693133151059                                490.3999999999999                                 1.8687726914609484E7
41                                                1.4612161818596605                                1.4612161818596605                                490.3999999999999                                 1.8721639568665728E7
41                                                1.461354225140662                                 1.461354225140662                                 490.3999999999999                                 1.8723408229993097E7
41                                                1.4628453948068685                                1.4628453948068685                                490.3999999999999                                 1.874251364462854E7
41                                                1.4630231520078572                                1.4630231520078572                                490.3999999999999                                 1.874479113531675E7
42                                                1.4582221140143137-1.1919017253198607E-14i        1.4582221140143137                                494.79999999999995                                1.8517137755414493E7
42                                                1.460915520378624                                 1.460915520378624                                 494.79999999999995                                1.8551339799259476E7
42                                                1.4610571555632577                                1.4610571555632577                                494.79999999999995                                1.8553138344350565E7
42                                                1.462573679366088                                 1.462573679366088                                 494.79999999999995                                1.857239582227282E7
42                                                1.4627560870973857                                1.4627560870973857                                494.79999999999995                                1.8574712114870243E7
